SpeciesID,Taxon,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer
8996,Parviplana hymani,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Leptoplanidae,,,Parviplana,,hymani,Faubel 1983
8997,Notocirridae,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Notocirridae,,,,,,
8998,Notoplanidae,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Notoplanidae,,,,,,
8999,Pleioplanidae,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Pleioplanidae,,,,,,
9000,Stylochoplanidae,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Stylochoplanidae,,,,,,
9001,Interplana sp,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Stylochoplanidae,,,Interplana,,,
9002,Interplana sandiegensis,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Stylochoplanidae,,,Interplana,,sandiegensis,(Boone 1929)
9003,Stylochoplana sp A,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Stylochoplanidae,,,Stylochoplana,,sp A,SCAMIT 2013 §
9004,Stylochoplana spB,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Acotylea,,Leptoplanoidea,Stylochoplanidae,,,Stylochoplana,,spB,SCAMIT 2013 §
9005,Pseudoceros mexicanus,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Pseudocerotoidea,Pseudocerotidae,,,Pseudoceros,,mexicanus,Hyman 1953
9006,Pseudoceros montereyensis,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Pseudocerotoidea,Pseudocerotidae,,,Pseudoceros,,montereyensis,Hyman 1953
9007,Acerotisa langi,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Euryleptoidea,Euryleptidae,,,Acerotisa,,langi,(Heath & McGregor 1912)
9008,Euryleptodes sp,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Euryleptoidea,Euryleptidae,,,Euryleptodes,,,
9009,Euryleptodes insularis,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Euryleptoidea,Euryleptidae,,,Euryleptodes,,insularis,Hyman 1953
9010,Praestheceraeus bellostriatus,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Euryleptoidea,Euryleptidae,,,Praestheceraeus,,bellostriatus,Hyman 1953
9011,Praestheceraeus sp,PLATYHELMINTHES,,Turbellaria,,,,Polycladida,Cotylea,,Euryleptoidea,Euryleptidae,,,Praestheceraeus,,,
9013,Turbellaria,PLATYHELMINTHES,,Turbellaria,,,,,,,,,,,,,,
9017,Rhabditophora sp A,PLATYHELMINTHES,,Rhabditophora,Trepaxonemata,,,uncertain,uncertain,,uncertain,uncertain,,,Rhabditophora,,sp A,(SCAMIT 2013 º)
9018,Rhabditophora sp B,PLATYHELMINTHES,,Rhabditophora,Trepaxonemata,,,uncertain,uncertain,,uncertain,uncertain,,,Rhabditophora,,sp B,(SCAMIT 2013 º)
9019,Rhabditophora sp C,PLATYHELMINTHES,,Rhabditophora,Trepaxonemata,,,uncertain,uncertain,,uncertain,uncertain,,,Rhabditophora,,sp C,(SCAMIT 2013 º)
9020,Heteronemertea,NEMERTEA,,Anopla,,,,Heteronemertea,,,,,,,,,,
9022,Heteronemertea sp SD2,NEMERTEA,,Anopla,,,,Heteronemertea,,,,,,,Heteronemertea,,sp SD2,Lilly §
9023,Monoplacophora,MOLLUSCA,Conchifera,Monoplacophora,,,,,,,,,,,,,,
9024,Tryblidiida,MOLLUSCA,Conchifera,Monoplacophora,,,,Tryblidiida,,,,,,,,,,
9025,Neopilinidae,MOLLUSCA,Conchifera,Monoplacophora,,,,Tryblidiida,,,,Neopilinidae,,,,,,
9026,Laevipilina sp,MOLLUSCA,Conchifera,Monoplacophora,,,,Tryblidiida,,,,Neopilinidae,,,Laevipilina,,,
9027,Laevipilina hyalina,MOLLUSCA,Conchifera,Monoplacophora,,,,Tryblidiida,,,,Neopilinidae,,,Laevipilina,,hyalina,(McLean 1979)
9028,Anatoma sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Scissurelloidea,Anatomidae,,,Anatoma,,,
9029,Anatoma kelseyi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Scissurelloidea,Anatomidae,,,Anatoma,,kelseyi,(Dall 1905)
9030,Umboniinae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Trochidae,Umboniinae,,,,,
9031,Skeneidae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Trochoidea,Skeneidae,,,,,,
9032,Tegula sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Turbinoidea,Turbinidae,Tegulinae,,Tegula,,,
9033,Tegula regina,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Turbinoidea,Turbinidae,Tegulinae,,Tegula,,regina,Stearns 1892
9034,Phasianelloidea,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Phasianelloidea,,,,,,,
9035,Colloniinae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Vetigastropoda,,,,Phasianelloidea,Colloniidae,Colloniinae,,,,,
9036,Neobernaya spadicea,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Cypraeoidea,Cypraeidae,,,Neobernaya,,spadicea,(Swainson 1823)
9037,Phenacovolva sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Cypraeoidea,Ovulidae,Ovulinae,,Phenacovolva,,,
9038,Phenacovolva bellamaris,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Cypraeoidea,Ovulidae,Ovulinae,,Phenacovolva,,bellamaris,(Berry 1946)
9039,Simnia barbarensis,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Cypraeoidea,Ovulidae,Ovulinae,,Simnia,,barbarensis,(Dall in Williamson 1892)
9040,Simnia loebbeckeana,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Cypraeoidea,Ovulidae,Ovulinae,,Simnia,,loebbeckeana,(Weinkauff 1881)
9041,Simnia vidleri,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Cypraeoidea,Ovulidae,Ovulinae,,Simnia,,vidleri,(G. B. Sowerby III 1881)
9042,Crossata ventricosa,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Caenogastropoda,Hypsogastropoda,Littorinimorpha,,Tonnoidea,Bursidae,,,Crossata,,ventricosa,(Broderip 1833)
9043,Aplysiopsis olivae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Limapontioidea,Hermaeidae,,,Aplysiopsis,,olivae,(MacFarland 1966)
9044,Limapontiidae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Limapontioidea,Limapontiidae,,,,,,
9045,Placida sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Limapontioidea,Limapontiidae,,,Placida,,,
9046,Placida dendritica,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Limapontioidea,Limapontiidae,,,Placida,,dendritica,(Alder & Hancock 1843)
9047,Plakobranchoidea,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Plakobranchoidea,,,,,,,
9048,Plakobranchidae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Plakobranchoidea,Plakobranchidae,,,,,,
9049,Elysia sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Plakobranchoidea,Plakobranchidae,,,Elysia,,,
9050,Elysia hedgpethi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Sacoglossa,,Plakobranchoidea,Plakobranchidae,,,Elysia,,hedgpethi,Marcus 1961
9051,Felimare sp,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Chromodorididae,,,Felimare,,,
9052,Felimida macfarlandi,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Chromodorididae,,,Felimida,,macfarlandi,(Cockerell 1901)
9053,Felimare californiensis,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Chromodorididae,,,Felimare,,californiensis,(Bergh 1879)
9054,Felimare porterae,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Doridoidea,Chromodorididae,,,Felimare,,porterae,(Cockerell 1901)
9055,Doto lancei,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,unknown,Dotoidae,,,Doto,,lancei,Marcus & Marcus 1967
9056,Diaphoreolis flavovulta,MOLLUSCA,Conchifera,Gastropoda,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,,,Fionoidea,Trinchesiidae,,,Diaphoreolis,,flavovulta,(MacFarland 1966)
9057,Zelentia fulgens,MOLLUSCA,Conchifera,Gastropoda,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,,,Fionoidea,Trinchesiidae,,,Zelentia,,fulgens,(MacFarland 1966)
9058,Cuthona hamanni,MOLLUSCA,Conchifera,Gastropoda,Orthogastropoda,,Heterobranchia,Opisthobranchia,Nudipleura,Nudibranchia,Fionoidea,Tergipedidae,Cuthoninae,,Cuthona,,hamanni,Behrens 1987
9059,Nuculana sp B,MOLLUSCA,Conchifera,Bivalvia,Protobranchia,,,Nuculanida,,,Nuculanoidea,Nuculanidae,Nuculaninae,,Nuculana,,sp B,SCAMIT 2013 º
9060,Aligena trigonalis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Aligena,,trigonalis,(Carpenter 1857)
9061,Aligena sp,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Aligena,,,
9062,Petricola californiensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Petricolidae,,,Petricola,,californiensis,Pilsbry & Lowe 1932
9063,Pholadinae,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Pholadinae,,,,,
9064,Zirphaea sp,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Pholadinae,,Zirphaea,,,
9065,Zirphaea pilsbryi,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Pholadinae,,Zirphaea,,pilsbryi,Lowe 1931
9066,Parapholas sp,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Martesiinae,,Parapholas,,,
9067,Parapholas californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Martesiinae,,Parapholas,,californica,(Conrad 1837)
9068,Octopus bimaculatus,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,Incirrata,,,Octopodidae,,,Octopus,,bimaculatus,Verrill 1883
9072,Calamyzinae,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Chrysopetalidae,Calamyzinae,,,,,
9075,Chrysopetalinae,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Chrysopetalidae,Chrysopetalinae,,,,,
9076,Dysponetinae,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Chrysopetalidae,Dysponetinae,,,,,
9077,Dysponetus sp,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Chrysopetalidae,Dysponetinae,,Dysponetus,,,
9078,Dysponetus populonectens,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Chrysopetalidae,Dysponetinae,,Dysponetus,,populonectens,Aguado et al 2013
9079,Oxydromus pugettensis,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Hesionidae,,,Oxydromus,,pugettensis,(Johnson 1901)
9080,Oxydromus sp,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Hesionidae,,,Oxydromus,,,
9081,Neogyptis plurisetis,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Hesionidae,,,Neogyptis,,plurisetis,(Hilbig 1992)
9082,Neogyptis sp,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Hesionidae,,,Neogyptis,,,
9083,Alitta succinea,ANNELIDA,,Polychaeta,Errantia,,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Alitta,,succinea,Leuckart 1847
9084,Epigamia Epigamia-Myrianida Cmplx,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Syllidae,Autolytinae,,Epigamia,,Epigamia-Myrianida Cmplx,
9085,Brachysyllis sp,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Syllidae,Eusyllinae,,Brachysyllis,,,
9086,Brachysyllis lagunae,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Nereidiformia,,Syllidae,Eusyllinae,,Brachysyllis,,lagunae,(Hartman 1961)
9088,Eulalia gracilior,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,,,Phyllodocidae,Eteoninae,,Eulalia,,gracilior,(Chamberlin 1919)
9089,Pterocirrus burtoni,ANNELIDA,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,,,Phyllodocidae,Eteoninae,,Pterocirrus,,burtoni,Pleijel et al 2012
9090,Semiodera sp,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Flabelligeridae,,,Semiodera,,,
9091,Semiodera inflata,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Flabelligeridae,,,Semiodera,,inflata,(Treadwell 1914)
9092,Trophoniella sp,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Flabelligeridae,,,Trophoniella,,,
9093,Trophoniella hospitis,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Flabelligeridae,,,Trophoniella,,hospitis,(Fauchald 1972)
9094,Trophoniella harrisae,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Cirratuliformia,,Flabelligeridae,,,Trophoniella,,harrisae,Salazar-Vallejo 2012
9095,Lysippe mexicana,ANNELIDA,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Terebelliformia,,Ampharetidae,Ampharetinae,,Lysippe,,mexicana,Fauchald 1972
9097,Callipallene californiensis,ARTHROPODA,Cheliceriformia,Pycnogonida,,,,Pegmata,Eupantopodida,,Nymphonoidea,Callipallenidae,,,Callipallene,,californiensis,(Hall 1913)
9098,Goodingius subadhaerens,ARTHROPODA,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Podoplea,Poecilostomatoida,,,,Clausidiidae,,,Goodingius,,subadhaerens,(Gooding 1960)
9099,Goodingius sp,ARTHROPODA,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Podoplea,Poecilostomatoida,,,,Clausidiidae,,,Goodingius,,,
9100,Microjassa boreopacifica,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Caprellida,Photoidea,Ischyroceridae,Ischyrocerinae,,Microjassa,,boreopacifica,Conlan 1995
9101,Orthione sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Cymothoida,,Bopyroidea,Bopyridae,Bopyrinae,,Orthione,,,
9102,Orthione griffenis,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Cymothoida,,Bopyroidea,Bopyridae,Bopyrinae,,Orthione,,griffenis,Markham 2004
9103,Expanathuridae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Cymothoida,,Anthuroidea,Expanathuridae,,,,,,
9104,Eisothistos sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Cymothoida,,Anthuroidea,Expanathuridae,,,Eisothistos,,,
9105,Eisothistos sp A,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Cymothoida,,Anthuroidea,Expanathuridae,,,Eisothistos,,sp A,(MBC 1984)
9106,Armadillididae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Oniscidea,,Oniscoidea,Armadillididae,,,,,,
9107,Armadillidium sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Oniscidea,,Oniscoidea,Armadillididae,,,Armadillidium,,,
9108,Armadillidium vulgare,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Oniscidea,,Oniscoidea,Armadillididae,,,Armadillidium,,vulgare,(Latreille 1804)
9109,Paramunna sp A,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Asellota,,Janiroidea,Paramunnidae,,,Paramunna,,sp A,SCAMIT 1996 §
9110,Akanthophoreidae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Tanaidacea,Tanaidomorpha,,Paratanaoidea,Akanthophoreidae,,,,,,
9111,Akanthophoreus cf gracilis,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Tanaidacea,Tanaidomorpha,,Paratanaoidea,Akanthophoreidae,,,Akanthophoreus,,cf gracilis,(Krøyer 1842)
9112,Anarthruridae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Tanaidacea,Tanaidomorpha,,Paratanaoidea,Anarthruridae,,,,,,
9113,Nippoleucon sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Leuconidae,,,Nippoleucon,,,
9114,Nippoleucon hinumensis,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Leuconidae,,,Nippoleucon,,hinumensis,(Gamô 1967)
9115,Eusergestes sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Dendrobranchiata,,Sergestoidea,Sergestidae,,,Eusergestes,,,
9116,Eusergestes similis,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Dendrobranchiata,,Sergestoidea,Sergestidae,,,Eusergestes,,similis,(Hansen 1903)
9117,Palaemonella sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,,Palaemonella,,,
9118,Oncopagurus haigae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Parapaguridae,,,Oncopagurus,,haigae,(de Saint Laurent 1972)
9119,Ericerodes sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Inachidae,,,Ericerodes,,,
9120,Ericerodes hemphillii,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Inachidae,,,Ericerodes,,hemphillii,(Lockington 1877)
9121,Parthenopinae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Parthenopoidea,Parthenopidae,Parthenopinae,,,,,
9122,Latulambrus sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Parthenopoidea,Parthenopidae,Parthenopinae,,Latulambrus,,,
9123,Latulambrus occidentalis,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Parthenopoidea,Parthenopidae,Parthenopinae,,Latulambrus,,occidentalis,(Dana 1854)
9124,Ocypodoidea,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Ocypodoidea,,,,,,,
9125,Ocypodidae,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Ocypodoidea,Ocypodidae,,,,,,
9126,Uca sp,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Ocypodoidea,Ocypodidae,,,Uca,,,
9127,Uca crenulata,ARTHROPODA,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Ocypodoidea,Ocypodidae,,,Uca,,crenulata,(Lockington 1877)
9128,Hippasteria californica,ECHINODERMATA,Asterozoa,Asteroidea,,,Valvatacea,Valvatida,Granulosina,,,Goniasteridae,,,Hippasteria,,californica,Fisher 1905
9129,Ophiuridea,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,,,,,,,,,,,
9130,Euryalida,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Euryalida,,,,,,,,,,
9131,Gnathophiuridea,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Chilophiurina,Gnathophiurina,Gnathophiuridea,,,,,,,
9132,Ophiurina,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Ophiurina,,,,,,,,,
9133,Ophiurinae,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Chilophiurina,,,Ophiuridae,Ophiurinae,,,,,
9134,Ophiocomidea,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Chilophiurina,Gnathophiurina,Ophiocomidea,,,,,,,
9135,Ophiopsilinae,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Chilophiurina,Gnathophiurina,Ophiocomidea,Ophiocomidae,Ophiopsilinae,,,,,
9136,Ophiolepidina,ECHINODERMATA,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Chilophiurina,Ophiolepidina,,,,,,,,
9137,Clavelinidae,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Clavelinidae,,,,,,
9138,Clavelina sp,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Clavelinidae,,,Clavelina,,,
9139,Clavelina huntsmani,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Clavelinidae,,,Clavelina,,huntsmani,Van Name 1945
9140,Aplidium solidum,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Aplidium,,solidum,(Ritter & Forsyth 1917)
9141,Eudistomia sp,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Eudistomia,,,
9142,Eudistomia psammion,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Eudistomia,,psammion,Ritter & Forsyth 1917
9143,Euherdmania sp,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Euherdmania,,,
9144,Euherdmania claviformis,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Euherdmania,,claviformis,(Ritter 1903)
9145,Trididemnum sp,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Didemnidae,,,Trididemnum,,,
9146,Trididemnum opacum,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Didemnidae,,,Trididemnum,,opacum,(Ritter 1907)
9147,Ritterella sp,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Ritterella,,,
9148,Ritterella pulchra,CHORDATA,Urochordata,Ascidiacea,,,,Aplousobranchiata,,,,Polyclinidae,,,Ritterella,,pulchra,(Ritter 1901)
9149,Cnemidocarpa finmarkiensis,CHORDATA,Urochordata,Ascidiacea,,,,Stolidobranchiata,,,,Styelidae,,,Cnemidocarpa,,finmarkiensis,(Kiaer 1893)
9150,Lissodendoryx sp,SILICEA,,Demospongiae,Ceractinomorpha,,,Poecilosclerida,Myxillina,,,Coelosphaeridae,,,Lissodendoryx,,,
9151,Lissodendoryx firma,SILICEA,,Demospongiae,Ceractinomorpha,,,Poecilosclerida,Myxillina,,,Coelosphaeridae,,,Lissodendoryx,,firma,(Lambe 1895)
9152,Sycettidae,CALCAREA,,Calcerea,Calcaronea,,,Scycettida,,,,Sycettidae,,,,,,
9153,Sycon sp,CALCAREA,,Calcerea,Calcaronea,,,Scycettida,,,,Sycettidae,,,Sycon,,,
9154,Sycon ciliatum,CALCAREA,,Calcerea,Calcaronea,,,Scycettida,,,,Sycettidae,,,Sycon,,ciliatum,(Fabricius 1780)
9155,Cryptophyton sp,CNIDARIA,,Anthozoa,Octocorallia,,,Stolonifera,,,,Clavulariidae,,,Cryptophyton,,,
9156,Cryptophyton jedsmithi,CNIDARIA,,Anthozoa,Octocorallia,,,Stolonifera,,,,Clavulariidae,,,Cryptophyton,,jedsmithi,Williams 2013
9157,Edwardsia handi,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Edwardsiidae,,,Edwardsia,,handi,Daly & Ljubenkov 2008
9158,Diadumene franciscana,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Diadumenidae,,,Diadumene,,franciscana,Hand 1956
9159,Diadumene lineata,CNIDARIA,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Diadumenidae,,,Diadumene,,lineata,(Verrill 1869)
9160,Stenoplax conspicua,MOLLUSCA,,Polyplacophora,,,,Chitonida,Chitonina,,,Ischnochitonidae,,,Stenoplax,,conspicua,(Pilsbry 1892 ex Carpenter MS)
